"Time","Motor"
2026-02-16 21:10:00,0 Wh
2026-02-16 21:20:00,0 Wh
2026-02-16 21:30:00,0 Wh
2026-02-16 21:40:00,80.9 Wh
2026-02-16 21:50:00,110 Wh
2026-02-16 22:00:00,110 Wh
2026-02-16 22:10:00,110 Wh
2026-02-16 22:20:00,110 Wh
2026-02-16 22:30:00,99.2 Wh
2026-02-16 22:40:00,59.5 Wh
2026-02-16 22:50:00,0 Wh
2026-02-16 23:00:00,0 Wh
2026-02-16 23:10:00,0 Wh
2026-02-16 23:20:00,0 Wh
2026-02-16 23:30:00,0 Wh
2026-02-16 23:40:00,0 Wh
2026-02-16 23:50:00,43.8 Wh
2026-02-17 00:00:00,112 Wh
2026-02-17 00:10:00,112 Wh
2026-02-17 00:20:00,114 Wh
2026-02-17 00:30:00,115 Wh
2026-02-17 00:40:00,115 Wh
2026-02-17 00:50:00,113 Wh
2026-02-17 01:00:00,113 Wh
2026-02-17 01:10:00,113 Wh
2026-02-17 01:20:00,115 Wh
2026-02-17 01:30:00,113 Wh
2026-02-17 01:40:00,113 Wh
2026-02-17 01:50:00,113 Wh
2026-02-17 02:00:00,114 Wh
2026-02-17 02:10:00,115 Wh
2026-02-17 02:20:00,97.0 Wh
2026-02-17 02:30:00,0 Wh
2026-02-17 02:40:00,0 Wh
2026-02-17 02:50:00,0 Wh
2026-02-17 03:00:00,0 Wh
2026-02-17 03:10:00,0 Wh
2026-02-17 03:20:00,0 Wh
2026-02-17 03:30:00,0 Wh
2026-02-17 03:40:00,0 Wh
2026-02-17 03:50:00,0 Wh
2026-02-17 04:00:00,0 Wh
2026-02-17 04:10:00,0 Wh
2026-02-17 04:20:00,0 Wh
2026-02-17 04:30:00,0 Wh
2026-02-17 04:40:00,0 Wh
2026-02-17 04:50:00,0 Wh
2026-02-17 05:00:00,0 Wh
2026-02-17 05:10:00,0 Wh
2026-02-17 05:20:00,0 Wh
2026-02-17 05:30:00,0 Wh
2026-02-17 05:40:00,0 Wh
2026-02-17 05:50:00,0 Wh
2026-02-17 06:00:00,0 Wh
2026-02-17 06:10:00,0 Wh
2026-02-17 06:20:00,0 Wh
2026-02-17 06:30:00,0 Wh
2026-02-17 06:40:00,0 Wh
2026-02-17 06:50:00,0 Wh
2026-02-17 07:00:00,0 Wh
2026-02-17 07:10:00,0 Wh
2026-02-17 07:20:00,0 Wh
2026-02-17 07:30:00,0 Wh
2026-02-17 07:40:00,0 Wh
2026-02-17 07:50:00,0 Wh
2026-02-17 08:00:00,27.7 Wh
2026-02-17 08:10:00,114 Wh
2026-02-17 08:20:00,116 Wh
2026-02-17 08:30:00,114 Wh
2026-02-17 08:40:00,113 Wh
2026-02-17 08:50:00,114 Wh
2026-02-17 09:00:00,116 Wh
2026-02-17 09:10:00,114 Wh
2026-02-17 09:20:00,116 Wh
2026-02-17 09:30:00,114 Wh
2026-02-17 09:40:00,89.7 Wh
2026-02-17 09:50:00,89.2 Wh
2026-02-17 10:00:00,83.1 Wh
