"Time","POB","VPB","Core Load Switches","Payload Load Switches","Motor","Solar"
2026-03-09 15:20:00,-461 Wh,0 Wh,-2.11 kWh,-349 Wh,-2.91 kWh,4.73 kWh
2026-03-09 15:30:00,-462 Wh,0 Wh,-2.12 kWh,-349 Wh,-2.92 kWh,4.75 kWh
2026-03-09 15:40:00,-463 Wh,0 Wh,-2.12 kWh,-350 Wh,-2.93 kWh,4.78 kWh
2026-03-09 15:50:00,-464 Wh,0 Wh,-2.12 kWh,-351 Wh,-2.94 kWh,4.80 kWh
2026-03-09 16:00:00,-465 Wh,0 Wh,-2.13 kWh,-352 Wh,-2.95 kWh,4.82 kWh
2026-03-09 16:10:00,-466 Wh,0 Wh,-2.13 kWh,-352 Wh,-2.96 kWh,4.85 kWh
2026-03-09 16:20:00,-467 Wh,0 Wh,-2.14 kWh,-353 Wh,-2.97 kWh,4.87 kWh
2026-03-09 16:30:00,-468 Wh,0 Wh,-2.14 kWh,-354 Wh,-2.98 kWh,4.89 kWh
2026-03-09 16:40:00,-469 Wh,0 Wh,-2.15 kWh,-355 Wh,-2.99 kWh,4.91 kWh
2026-03-09 16:50:00,-470 Wh,0 Wh,-2.15 kWh,-355 Wh,-3.00 kWh,4.93 kWh
2026-03-09 17:00:00,-471 Wh,0 Wh,-2.16 kWh,-356 Wh,-3.00 kWh,4.95 kWh
2026-03-09 17:10:00,-472 Wh,0 Wh,-2.16 kWh,-357 Wh,-3.01 kWh,4.96 kWh
2026-03-09 17:20:00,-474 Wh,0 Wh,-2.16 kWh,-357 Wh,-3.02 kWh,4.98 kWh
2026-03-09 17:30:00,-475 Wh,0 Wh,-2.17 kWh,-358 Wh,-3.02 kWh,4.99 kWh
2026-03-09 17:40:00,-476 Wh,0 Wh,-2.17 kWh,-359 Wh,-3.03 kWh,5.00 kWh
2026-03-09 17:50:00,-477 Wh,0 Wh,-2.18 kWh,-360 Wh,-3.04 kWh,5.01 kWh
2026-03-09 18:00:00,-478 Wh,0 Wh,-2.18 kWh,-360 Wh,-3.04 kWh,5.02 kWh
2026-03-09 18:10:00,-479 Wh,0 Wh,-2.19 kWh,-361 Wh,-3.05 kWh,5.03 kWh
2026-03-09 18:20:00,-480 Wh,0 Wh,-2.19 kWh,-362 Wh,-3.06 kWh,5.03 kWh
2026-03-09 18:30:00,-481 Wh,0 Wh,-2.20 kWh,-362 Wh,-3.06 kWh,5.04 kWh
2026-03-09 18:40:00,-482 Wh,0 Wh,-2.20 kWh,-363 Wh,-3.07 kWh,5.04 kWh
2026-03-09 18:50:00,-483 Wh,0 Wh,-2.21 kWh,-364 Wh,-3.08 kWh,5.05 kWh
2026-03-09 19:00:00,-484 Wh,0 Wh,-2.21 kWh,-365 Wh,-3.08 kWh,5.05 kWh
2026-03-09 19:10:00,-485 Wh,0 Wh,-2.21 kWh,-365 Wh,-3.09 kWh,5.05 kWh
2026-03-09 19:20:00,-486 Wh,0 Wh,-2.22 kWh,-366 Wh,-3.10 kWh,5.05 kWh
2026-03-09 19:30:00,-487 Wh,0 Wh,-2.22 kWh,-367 Wh,-3.11 kWh,5.05 kWh
2026-03-09 19:40:00,-488 Wh,0 Wh,-2.23 kWh,-367 Wh,-3.11 kWh,5.06 kWh
2026-03-09 19:50:00,-489 Wh,0 Wh,-2.23 kWh,-368 Wh,-3.12 kWh,5.06 kWh
2026-03-09 20:00:00,-490 Wh,0 Wh,-2.24 kWh,-369 Wh,-3.13 kWh,5.06 kWh
2026-03-09 20:10:00,-491 Wh,0 Wh,-2.24 kWh,-370 Wh,-3.13 kWh,5.06 kWh
2026-03-09 20:20:00,-492 Wh,0 Wh,-2.25 kWh,-370 Wh,-3.14 kWh,5.06 kWh
2026-03-09 20:30:00,-493 Wh,0 Wh,-2.25 kWh,-371 Wh,-3.15 kWh,5.07 kWh
2026-03-09 20:40:00,-495 Wh,0 Wh,-2.26 kWh,-372 Wh,-3.15 kWh,5.07 kWh
2026-03-09 20:50:00,-496 Wh,0 Wh,-2.26 kWh,-372 Wh,-3.16 kWh,5.07 kWh
2026-03-09 21:00:00,-497 Wh,0 Wh,-2.26 kWh,-373 Wh,-3.17 kWh,5.07 kWh
2026-03-09 21:10:00,-498 Wh,0 Wh,-2.27 kWh,-374 Wh,-3.17 kWh,5.07 kWh
2026-03-09 21:20:00,-499 Wh,0 Wh,-2.27 kWh,-375 Wh,-3.18 kWh,5.07 kWh
2026-03-09 21:30:00,-500 Wh,0 Wh,-2.28 kWh,-375 Wh,-3.19 kWh,5.08 kWh
2026-03-09 21:40:00,-501 Wh,0 Wh,-2.28 kWh,-376 Wh,-3.20 kWh,5.08 kWh
2026-03-09 21:50:00,-502 Wh,0 Wh,-2.29 kWh,-377 Wh,-3.20 kWh,5.08 kWh
2026-03-09 22:00:00,-503 Wh,0 Wh,-2.29 kWh,-377 Wh,-3.21 kWh,5.08 kWh
2026-03-09 22:10:00,-504 Wh,0 Wh,-2.30 kWh,-378 Wh,-3.22 kWh,5.08 kWh
2026-03-09 22:20:00,-505 Wh,0 Wh,-2.30 kWh,-379 Wh,-3.23 kWh,5.09 kWh
2026-03-09 22:30:00,-506 Wh,0 Wh,-2.31 kWh,-380 Wh,-3.24 kWh,5.09 kWh
2026-03-09 22:40:00,-507 Wh,0 Wh,-2.31 kWh,-380 Wh,-3.24 kWh,5.09 kWh
2026-03-09 22:50:00,-508 Wh,0 Wh,-2.31 kWh,-381 Wh,-3.25 kWh,5.09 kWh
2026-03-09 23:00:00,-509 Wh,0 Wh,-2.32 kWh,-382 Wh,-3.26 kWh,5.09 kWh
2026-03-09 23:10:00,-510 Wh,0 Wh,-2.32 kWh,-382 Wh,-3.27 kWh,5.10 kWh
2026-03-09 23:20:00,-511 Wh,0 Wh,-2.33 kWh,-383 Wh,-3.28 kWh,5.10 kWh
2026-03-09 23:30:00,-512 Wh,0 Wh,-2.33 kWh,-384 Wh,-3.28 kWh,5.10 kWh
2026-03-09 23:40:00,-514 Wh,0 Wh,-2.34 kWh,-384 Wh,-3.29 kWh,5.10 kWh
2026-03-09 23:50:00,-514 Wh,0 Wh,-2.34 kWh,-385 Wh,-3.30 kWh,5.10 kWh
2026-03-10 00:00:00,-515 Wh,0 Wh,-2.35 kWh,-386 Wh,-3.31 kWh,5.11 kWh
2026-03-10 00:10:00,-516 Wh,0 Wh,-2.35 kWh,-387 Wh,-3.32 kWh,5.11 kWh
2026-03-10 00:20:00,-518 Wh,0 Wh,-2.36 kWh,-387 Wh,-3.32 kWh,5.11 kWh
2026-03-10 00:30:00,-519 Wh,0 Wh,-2.36 kWh,-388 Wh,-3.33 kWh,5.11 kWh
2026-03-10 00:40:00,-520 Wh,0 Wh,-2.37 kWh,-389 Wh,-3.34 kWh,5.11 kWh
2026-03-10 00:50:00,-521 Wh,0 Wh,-2.37 kWh,-389 Wh,-3.35 kWh,5.12 kWh
2026-03-10 01:00:00,-522 Wh,0 Wh,-2.37 kWh,-390 Wh,-3.37 kWh,5.12 kWh
2026-03-10 01:10:00,-523 Wh,0 Wh,-2.38 kWh,-391 Wh,-3.38 kWh,5.12 kWh
2026-03-10 01:20:00,-524 Wh,0 Wh,-2.38 kWh,-392 Wh,-3.39 kWh,5.12 kWh
2026-03-10 01:30:00,-525 Wh,0 Wh,-2.39 kWh,-392 Wh,-3.39 kWh,5.12 kWh
2026-03-10 01:40:00,-526 Wh,0 Wh,-2.39 kWh,-393 Wh,-3.41 kWh,5.13 kWh
2026-03-10 01:50:00,-527 Wh,0 Wh,-2.40 kWh,-394 Wh,-3.42 kWh,5.13 kWh
2026-03-10 02:00:00,-528 Wh,0 Wh,-2.40 kWh,-394 Wh,-3.43 kWh,5.13 kWh
2026-03-10 02:10:00,-529 Wh,0 Wh,-2.41 kWh,-395 Wh,-3.44 kWh,5.13 kWh
2026-03-10 02:20:00,-530 Wh,0 Wh,-2.41 kWh,-396 Wh,-3.46 kWh,5.13 kWh
2026-03-10 02:30:00,-531 Wh,0 Wh,-2.42 kWh,-397 Wh,-3.47 kWh,5.14 kWh
2026-03-10 02:40:00,-532 Wh,0 Wh,-2.42 kWh,-397 Wh,-3.48 kWh,5.14 kWh
2026-03-10 02:50:00,-533 Wh,0 Wh,-2.42 kWh,-398 Wh,-3.50 kWh,5.14 kWh
2026-03-10 03:00:00,-535 Wh,0 Wh,-2.43 kWh,-399 Wh,-3.51 kWh,5.14 kWh
2026-03-10 03:10:00,-536 Wh,0 Wh,-2.43 kWh,-399 Wh,-3.52 kWh,5.14 kWh
2026-03-10 03:20:00,-537 Wh,0 Wh,-2.44 kWh,-400 Wh,-3.53 kWh,5.15 kWh
2026-03-10 03:30:00,-538 Wh,0 Wh,-2.44 kWh,-401 Wh,-3.54 kWh,5.15 kWh
2026-03-10 03:40:00,-539 Wh,0 Wh,-2.45 kWh,-402 Wh,-3.55 kWh,5.15 kWh
2026-03-10 03:50:00,-540 Wh,0 Wh,-2.45 kWh,-402 Wh,-3.56 kWh,5.15 kWh
2026-03-10 04:00:00,-541 Wh,0 Wh,-2.46 kWh,-403 Wh,-3.57 kWh,5.15 kWh
2026-03-10 04:10:00,-542 Wh,0 Wh,-2.46 kWh,-404 Wh,-3.58 kWh,5.15 kWh
2026-03-10 04:20:00,-543 Wh,0 Wh,-2.47 kWh,-404 Wh,-3.59 kWh,5.16 kWh
2026-03-10 04:30:00,-544 Wh,0 Wh,-2.47 kWh,-405 Wh,-3.60 kWh,5.16 kWh
2026-03-10 04:40:00,-545 Wh,0 Wh,-2.47 kWh,-406 Wh,-3.61 kWh,5.16 kWh
2026-03-10 04:50:00,-547 Wh,0 Wh,-2.48 kWh,-407 Wh,-3.61 kWh,5.16 kWh
2026-03-10 05:00:00,-548 Wh,0 Wh,-2.48 kWh,-407 Wh,-3.62 kWh,5.16 kWh
2026-03-10 05:10:00,-549 Wh,0 Wh,-2.49 kWh,-408 Wh,-3.63 kWh,5.17 kWh
2026-03-10 05:20:00,-550 Wh,0 Wh,-2.49 kWh,-409 Wh,-3.64 kWh,5.17 kWh
2026-03-10 05:30:00,-550 Wh,0 Wh,-2.49 kWh,-409 Wh,-3.65 kWh,5.17 kWh
2026-03-10 05:40:00,-551 Wh,0 Wh,-2.50 kWh,-410 Wh,-3.66 kWh,5.17 kWh
2026-03-10 05:50:00,-552 Wh,0 Wh,-2.50 kWh,-411 Wh,-3.67 kWh,5.17 kWh
2026-03-10 06:00:00,-554 Wh,0 Wh,-2.51 kWh,-411 Wh,-3.68 kWh,5.18 kWh
2026-03-10 06:10:00,-555 Wh,0 Wh,-2.51 kWh,-412 Wh,-3.69 kWh,5.18 kWh
2026-03-10 06:20:00,-556 Wh,0 Wh,-2.52 kWh,-413 Wh,-3.70 kWh,5.18 kWh
2026-03-10 06:30:00,-556 Wh,0 Wh,-2.52 kWh,-414 Wh,-3.71 kWh,5.18 kWh
2026-03-10 06:40:00,-557 Wh,0 Wh,-2.52 kWh,-414 Wh,-3.72 kWh,5.18 kWh
2026-03-10 06:50:00,-558 Wh,0 Wh,-2.53 kWh,-415 Wh,-3.73 kWh,5.19 kWh
2026-03-10 07:00:00,-559 Wh,0 Wh,-2.53 kWh,-416 Wh,-3.73 kWh,5.19 kWh
2026-03-10 07:10:00,-560 Wh,0 Wh,-2.53 kWh,-416 Wh,-3.74 kWh,5.19 kWh
2026-03-10 07:20:00,-561 Wh,0 Wh,-2.54 kWh,-417 Wh,-3.75 kWh,5.19 kWh
2026-03-10 07:30:00,-562 Wh,0 Wh,-2.54 kWh,-418 Wh,-3.76 kWh,5.19 kWh
2026-03-10 07:40:00,-563 Wh,0 Wh,-2.55 kWh,-419 Wh,-3.76 kWh,5.20 kWh
2026-03-10 07:50:00,-564 Wh,0 Wh,-2.55 kWh,-419 Wh,-3.77 kWh,5.20 kWh
2026-03-10 08:00:00,-565 Wh,0 Wh,-2.55 kWh,-420 Wh,-3.78 kWh,5.20 kWh
2026-03-10 08:10:00,-566 Wh,0 Wh,-2.56 kWh,-421 Wh,-3.79 kWh,5.21 kWh
2026-03-10 08:20:00,-567 Wh,0 Wh,-2.56 kWh,-421 Wh,-3.79 kWh,5.21 kWh
2026-03-10 08:30:00,-568 Wh,0 Wh,-2.57 kWh,-422 Wh,-3.80 kWh,5.22 kWh
2026-03-10 08:40:00,-569 Wh,0 Wh,-2.57 kWh,-423 Wh,-3.80 kWh,5.23 kWh
2026-03-10 08:50:00,-570 Wh,0 Wh,-2.58 kWh,-424 Wh,-3.81 kWh,5.24 kWh
2026-03-10 09:00:00,-571 Wh,0 Wh,-2.58 kWh,-424 Wh,-3.82 kWh,5.24 kWh
2026-03-10 09:10:00,-572 Wh,0 Wh,-2.59 kWh,-425 Wh,-3.83 kWh,5.26 kWh
2026-03-10 09:20:00,-573 Wh,0 Wh,-2.59 kWh,-426 Wh,-3.84 kWh,5.27 kWh
2026-03-10 09:30:00,-575 Wh,0 Wh,-2.59 kWh,-426 Wh,-3.85 kWh,5.29 kWh
2026-03-10 09:40:00,-576 Wh,0 Wh,-2.60 kWh,-427 Wh,-3.86 kWh,5.30 kWh
2026-03-10 09:50:00,-577 Wh,0 Wh,-2.60 kWh,-428 Wh,-3.87 kWh,5.31 kWh
2026-03-10 10:00:00,-577 Wh,0 Wh,-2.61 kWh,-429 Wh,-3.89 kWh,5.33 kWh
2026-03-10 10:10:00,-578 Wh,0 Wh,-2.61 kWh,-429 Wh,-3.90 kWh,5.36 kWh
2026-03-10 10:20:00,-580 Wh,0 Wh,-2.62 kWh,-430 Wh,-3.91 kWh,5.38 kWh
2026-03-10 10:30:00,-582 Wh,0 Wh,-2.62 kWh,-431 Wh,-3.92 kWh,5.41 kWh
2026-03-10 10:40:00,-583 Wh,0 Wh,-2.62 kWh,-431 Wh,-3.93 kWh,5.43 kWh
2026-03-10 10:50:00,-584 Wh,0 Wh,-2.62 kWh,-432 Wh,-3.95 kWh,5.45 kWh
2026-03-10 11:00:00,-585 Wh,0 Wh,-2.63 kWh,-433 Wh,-3.96 kWh,5.48 kWh
2026-03-10 11:10:00,-586 Wh,0 Wh,-2.63 kWh,-433 Wh,-3.97 kWh,5.50 kWh
2026-03-10 11:20:00,-587 Wh,0 Wh,-2.64 kWh,-434 Wh,-3.98 kWh,5.52 kWh
2026-03-10 11:30:00,-588 Wh,0 Wh,-2.64 kWh,-435 Wh,-4.00 kWh,5.54 kWh
2026-03-10 11:40:00,-589 Wh,0 Wh,-2.65 kWh,-436 Wh,-4.01 kWh,5.57 kWh
2026-03-10 11:50:00,-590 Wh,0 Wh,-2.65 kWh,-436 Wh,-4.02 kWh,5.60 kWh
2026-03-10 12:00:00,-591 Wh,0 Wh,-2.65 kWh,-437 Wh,-4.03 kWh,5.63 kWh
2026-03-10 12:10:00,-592 Wh,0 Wh,-2.66 kWh,-438 Wh,-4.04 kWh,5.65 kWh
2026-03-10 12:20:00,-593 Wh,0 Wh,-2.66 kWh,-438 Wh,-4.05 kWh,5.68 kWh
2026-03-10 12:30:00,-594 Wh,0 Wh,-2.66 kWh,-439 Wh,-4.06 kWh,5.71 kWh
2026-03-10 12:40:00,-595 Wh,0 Wh,-2.67 kWh,-440 Wh,-4.07 kWh,5.74 kWh
2026-03-10 12:50:00,-596 Wh,0 Wh,-2.67 kWh,-441 Wh,-4.08 kWh,5.77 kWh
2026-03-10 13:00:00,-597 Wh,0 Wh,-2.68 kWh,-441 Wh,-4.08 kWh,5.80 kWh
2026-03-10 13:10:00,-598 Wh,0 Wh,-2.68 kWh,-442 Wh,-4.10 kWh,5.83 kWh
2026-03-10 13:20:00,-599 Wh,0 Wh,-2.68 kWh,-443 Wh,-4.11 kWh,5.86 kWh
2026-03-10 13:30:00,-600 Wh,0 Wh,-2.68 kWh,-443 Wh,-4.13 kWh,5.89 kWh
2026-03-10 13:40:00,-601 Wh,0 Wh,-2.68 kWh,-444 Wh,-4.14 kWh,5.92 kWh
2026-03-10 13:50:00,-602 Wh,0 Wh,-2.69 kWh,-445 Wh,-4.16 kWh,5.95 kWh
2026-03-10 14:00:00,-603 Wh,0 Wh,-2.69 kWh,-446 Wh,-4.17 kWh,5.98 kWh
2026-03-10 14:10:00,-604 Wh,0 Wh,-2.69 kWh,-446 Wh,-4.18 kWh,6.01 kWh
2026-03-10 14:20:00,-605 Wh,0 Wh,-2.70 kWh,-447 Wh,-4.20 kWh,6.04 kWh
2026-03-10 14:30:00,-606 Wh,0 Wh,-2.70 kWh,-448 Wh,-4.21 kWh,6.06 kWh
2026-03-10 14:40:00,-608 Wh,0 Wh,-2.70 kWh,-448 Wh,-4.22 kWh,6.09 kWh
2026-03-10 14:50:00,-609 Wh,0 Wh,-2.70 kWh,-449 Wh,-4.24 kWh,6.12 kWh
2026-03-10 15:00:00,-609 Wh,0 Wh,-2.71 kWh,-450 Wh,-4.24 kWh,6.15 kWh
2026-03-10 15:10:00,-610 Wh,0 Wh,-2.71 kWh,-451 Wh,-4.24 kWh,6.17 kWh
2026-03-10 15:20:00,-611 Wh,0 Wh,-2.72 kWh,-451 Wh,-4.24 kWh,6.19 kWh
2026-03-10 15:30:00,-612 Wh,0 Wh,-2.72 kWh,-452 Wh,-4.24 kWh,6.21 kWh
2026-03-10 15:40:00,-612 Wh,0 Wh,-2.73 kWh,-453 Wh,-4.24 kWh,6.23 kWh
2026-03-10 15:50:00,-613 Wh,0 Wh,-2.73 kWh,-453 Wh,-4.24 kWh,6.25 kWh
2026-03-10 16:00:00,-614 Wh,0 Wh,-2.73 kWh,-454 Wh,-4.24 kWh,6.26 kWh
2026-03-10 16:10:00,-614 Wh,0 Wh,-2.73 kWh,-455 Wh,-4.25 kWh,6.28 kWh
2026-03-10 16:20:00,-615 Wh,0 Wh,-2.73 kWh,-456 Wh,-4.26 kWh,6.30 kWh
2026-03-10 16:30:00,-616 Wh,0 Wh,-2.74 kWh,-456 Wh,-4.26 kWh,6.32 kWh
2026-03-10 16:40:00,-617 Wh,0 Wh,-2.74 kWh,-457 Wh,-4.27 kWh,6.34 kWh
2026-03-10 16:50:00,-619 Wh,0 Wh,-2.75 kWh,-458 Wh,-4.28 kWh,6.36 kWh
2026-03-10 17:00:00,-620 Wh,0 Wh,-2.75 kWh,-458 Wh,-4.29 kWh,6.37 kWh
2026-03-10 17:10:00,-621 Wh,0 Wh,-2.76 kWh,-459 Wh,-4.30 kWh,6.39 kWh
2026-03-10 17:20:00,-622 Wh,0 Wh,-2.76 kWh,-460 Wh,-4.31 kWh,6.40 kWh
2026-03-10 17:30:00,-623 Wh,0 Wh,-2.77 kWh,-461 Wh,-4.32 kWh,6.41 kWh
2026-03-10 17:40:00,-624 Wh,0 Wh,-2.77 kWh,-461 Wh,-4.33 kWh,6.42 kWh
2026-03-10 17:50:00,-625 Wh,0 Wh,-2.77 kWh,-462 Wh,-4.34 kWh,6.43 kWh
2026-03-10 18:00:00,-626 Wh,0 Wh,-2.78 kWh,-463 Wh,-4.34 kWh,6.44 kWh
2026-03-10 18:10:00,-627 Wh,0 Wh,-2.78 kWh,-463 Wh,-4.35 kWh,6.45 kWh
2026-03-10 18:20:00,-628 Wh,0 Wh,-2.79 kWh,-464 Wh,-4.36 kWh,6.46 kWh
